Propublica Number,Club Name,Tax Year,Data Source,PDF URL,Total Revenue,Total Functional Expenses,Net Income,Total Assets,Total Liabilities,Net Assets
43078945,SPEE CLUB INC,2016,Auto,,427296,342539,84757,53811,27766,26045
43078945,SPEE CLUB INC,2004,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2005_06_EO%2F04-3078945_990O_200412.pdf,206337,NA,-9951,126294,2071,124223
43078945,SPEE CLUB INC,2005,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2006_06_EO%2F04-3078945_990O_200512.pdf,223550,NA,-2294,124300,2371,121929
43078945,SPEE CLUB INC,2006,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2007_08_EO%2F04-3078945_990O_200612.pdf,202189,NA,-12477,98292,7666,90626
43078945,SPEE CLUB INC,2007,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_09_EO%2F04-3078945_990O_200712.pdf,195190,NA,-47333,49214,5921,43293
43078945,SPEE CLUB INC,2008,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2009_06_EO%2F04-3078945_990EO_200812.pdf,241429,NA,-47433,47232,51372,-4140
43078945,SPEE CLUB INC,2009,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2010_08_EO%2F04-3078945_990EO_200912.pdf,289962,NA,-16397,62453,82990,-20537
43078945,SPEE CLUB INC,2010,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2011_01_EO%2F04-3078945_990EO_201006.pdf,127101,NA,-8230,45496,74263,-28767
43078945,SPEE CLUB INC,2011,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F04-3078945_990EO_201106.pdf,181329,NA,-69834,51398,149999,-98601
43078945,SPEE CLUB INC,2012,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2012_10_EO%2F04-3078945_990O_201206.pdf,204391,256814,-52423,53798,204822,-151024
43078945,SPEE CLUB INC,2013,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2013_12_EO%2F04-3078945_990O_201306.pdf,386941,270114,116827,150289,184486,-34197
43078945,SPEE CLUB INC,2014,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_11_EO%2F04-3078945_990O_201406.pdf,213727,322721,-108994,45812,189003,-143191
46002810,HARVARD LAMPOON,2001,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2002_07_EO%2F04-6002810_990_200112.pdf,43485,NA,-33649,2176,0,2176
46002810,HARVARD LAMPOON,2002,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2003_10_EO%2F04-6002810_990_200212.pdf,65392,NA,-24794,17193,0,17193
46002810,HARVARD LAMPOON,2003,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2004_12_EO%2F04-6002810_990_200312.pdf,166558,NA,77690,9117,0,9117
46002810,HARVARD LAMPOON,2004,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2005_12_EO%2F04-6002810_990_200412.pdf,227500,NA,66838,0,0,0
46002810,HARVARD LAMPOON,2005,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2006_11_EO%2F04-6002810_990_200512.pdf,190396,NA,-48651,1372,0,1372
46002810,HARVARD LAMPOON,2006,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2007_09_EO%2F04-6002810_990_200612.pdf,190396,NA,-48651,1372,0,1372
46002810,HARVARD LAMPOON,2007,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_12_EO%2F04-6002810_990_200712.pdf,138415,NA,-79058,5008,0,5008
46002810,HARVARD LAMPOON,2008,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F04-6002810_990_200812.pdf,130029,NA,-72718,5820,0,5820
46002810,HARVARD LAMPOON,2009,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F04-6002810_990_200912.pdf,178002,NA,-79254,19452,0,19452
46002810,HARVARD LAMPOON,2010,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F04-6002810_990_201012.pdf,219577,213834,5743,42821,0,42821
46002810,HARVARD LAMPOON,2011,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F04-6002810_990_201112.pdf,219759,193974,25785,2306,0,2306
46002810,HARVARD LAMPOON,2012,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2013_12_EO%2F04-6002810_990_201212.pdf,293481,173922,119559,4701,0,4701
46002810,HARVARD LAMPOON,2013,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_12_EO%2F04-6002810_990_201312.pdf,405767,236564,169203,17419,0,17419
46002810,HARVARD LAMPOON,2014,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2015_12_T%2F04-6002810_990T_201412.pdf,142431,268569,-126138,2514,0,2514
46002810,HARVARD LAMPOON,2015,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2016_11_T%2F04-6002810_990T_201512.pdf,197632,258156,-60524,38147,0,38147
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2001,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2002_07_EO%2F04-2631286_990_200112.pdf,488738,NA,-303912,3101942,0,3101942
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2002,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2003_10_EO%2F04-2631286_990_200212.pdf,348187,NA,69728,2838793,0,2838793
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2003,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2004_12_EO%2F04-2631286_990_200312.pdf,258775,NA,2802,3250529,0,3250529
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2004,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2005_11_EO%2F04-2631286_990_200412.pdf,262577,NA,107124,3567783,0,3567783
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2005,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2006_11_EO%2F04-2631286_990_200512.pdf,329606,NA,163116,3702312,0,3702312
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2006,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2007_09_EO%2F04-2631286_990_200612.pdf,123364,NA,-33459,3915693,0,3915693
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2007,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_12_EO%2F04-2631286_990_200712.pdf,193200,NA,-85632,3822186,0,3822186
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2009,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F04-2631286_990_200912.pdf,-90449,NA,-283001,2536677,0,2536677
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2010,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F04-2631286_990_201012.pdf,440388,289638,150750,2895083,0,2895083
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2011,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2012_12_EO%2F04-2631286_990_201112.pdf,727070,297340,429730,3174236,0,3174236
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2012,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_01_EO%2F04-2631286_990_201212.pdf,1259505,562264,697241,4213661,0,4213661
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2013,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_12_EO%2F04-2631286_990_201312.pdf,939036,387401,551635,5354169,0,5354169
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2014,Auto,,974644,444810,529834,5685417,0,5685417
42631286,HARVARD LAMPOON TRUST UNDER DECLARATION OF TRUST,2015,Auto,,794275,496353,297922,5534919,0,5534919
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2001,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2002_12_EO%2F04-2645068_990EZ_200112.pdf,30503,NA,-7198,93451,0,93451
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2002,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2003_05_EO%2F04-2645068_990EZ_200212.pdf,44723,NA,2197,90573,0,90573
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2003,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2004_08_EO%2F04-2645068_990EZ_200312.pdf,41175,NA,-5899,88705,0,88705
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2004,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2005_07_EO%2F04-2645068_990EZ_200412.pdf,46453,NA,10859,101091,0,101091
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2005,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2006_08_EO%2F04-2645068_990EZ_200512.pdf,63615,NA,23280,124478,0,124478
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2006,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2007_12_EO%2F04-2645068_990_200612.pdf,64181,NA,-50725,67328,0,67328
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2007,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_09_EO%2F04-2645068_990EZ_200712.pdf,74437,NA,-45180,22537,0,22537
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2008,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F04-2645068_990EZ_200812.pdf,64912,NA,10671,33776,0,33776
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2009,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2010_08_EO%2F04-2645068_990EZ_200912.pdf,46120,NA,9363,43139,0,43139
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2010,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2011_10_EO%2F04-2645068_990EZ_201012.pdf,65392,NA,12741,55880,0,55880
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2011,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2012_09_EO%2F04-2645068_990EZ_201112.pdf,35527,42016,-6489,50154,0,50154
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2012,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2013_08_EO%2F04-2645068_990EZ_201212.pdf,42044,41956,88,49612,0,49612
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2013,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_09_EO%2F04-2645068_990EZ_201312.pdf,34919,40521,-5602,44010,0,44010
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2014,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2015_07_EO%2F04-2645068_990EZ_201412.pdf,39371,32781,6590,50600,0,50600
42645068,HARVARD-RADCLIFFE GILBERT & SULLIVAN PLAYERS,2015,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2016_09_EO%2F04-2645068_990EZ_201512.pdf,34242,36817,-2575,48025,0,48025
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,1997,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2002_01_EO%2F04-1425590_990_199706.pdf,513387,NA,-81348,678790,0,678790
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,1998,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2003_10_EO%2F04-1425590_990_199806.pdf,607287,NA,70987,749777,0,749777
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,1999,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2003_10_EO%2F04-1425590_990_199906.pdf,828134,NA,102559,852336,0,852336
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2000,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_08_EO%2F04-1425590_990_200006.pdf,393433,NA,75461,927797,0,927797
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2001,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_08_EO%2F04-1425590_990_200106.pdf,103346,NA,-205927,515178,0,515178
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2002,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_07_EO%2F04-1425590_990_200206.pdf,370776,NA,-24125,491053,0,491053
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2003,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_07_EO%2F04-1425590_990_200306.pdf,781729,NA,382108,873161,0,873161
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2004,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_06_EO%2F04-1425590_990_200406.pdf,444971,NA,-19268,853893,0,853893
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2005,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_06_EO%2F04-1425590_990_200506.pdf,675986,NA,65238,919131,0,919131
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2006,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_06_EO%2F04-1425590_990_200606.pdf,423718,NA,-115886,803245,0,803245
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2007,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_07_EO%2F04-1425590_990_200706.pdf,378707,NA,-198267,803245,0,803245
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2008,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2009_06_EO%2F04-1425590_990_200806.pdf,487026,NA,-122489,604978,0,604978
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2009,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F04-1425590_990EZ_200906.pdf,480835,NA,-112617,493291,114366,378925
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2010,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2011_03_EO%2F04-1425590_990EZ_201006.pdf,448134,NA,-99062,386679,106816,279863
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2011,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2012_03_EO%2F04-1425590_990_201106.pdf,494343,393827,100516,487195,106816,380379
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2012,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2013_06_EO%2F04-1425590_990_201206.pdf,586765,449993,136772,623967,106816,517151
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2013,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_07_EO%2F04-1425590_990_201306.pdf,1983418,802560,1180858,1698009,0,1698009
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2014,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2015_07_EO%2F04-1425590_990_201406.pdf,1673504,1732241,-58737,1639272,0,1639272
41425590,HASTY PUDDING CLUB THE INSTITUTE OF 1770,2015,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2016_08_EO%2F04-1425590_990_201506.pdf,1759848,1426338,333510,1966705,0,1966705
42426396,HARVARD CRIMSON INC,2002,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2002_06_EO%2F04-2426396_990_200201.pdf,233631,NA,-31469,660290,223814,436476
42426396,HARVARD CRIMSON INC,2003,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2003_07_EO%2F04-2426396_990_200301.pdf,285832,NA,-482,531622,95628,435994
42426396,HARVARD CRIMSON INC,2004,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2004_11_EO%2F04-2426396_990_200401.pdf,774413,NA,433540,1039098,169564,869534
42426396,HARVARD CRIMSON INC,2005,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2005_07_EO%2F04-2426396_990_200501.pdf,716389,NA,368001,1342262,104727,1237535
42426396,HARVARD CRIMSON INC,2006,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2006_08_EO%2F04-2426396_990_200601.pdf,311008,NA,-37661,1376248,176374,1199874
42426396,HARVARD CRIMSON INC,2007,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2007_07_EO%2F04-2426396_990_200701.pdf,602830,NA,239672,1532232,92686,1439546
42426396,HARVARD CRIMSON INC,2008,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_09_EO%2F04-2426396_990_200801.pdf,731492,NA,296939,1850400,113915,1736485
42426396,HARVARD CRIMSON INC,2009,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2009_11_EO%2F04-2426396_990_200901.pdf,577476,NA,208108,1795015,150422,1644593
42426396,HARVARD CRIMSON INC,2010,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2011_08_EO%2F04-2426396_990_201012.pdf,435393,NA,42884,1449860,66381,1383479
42426396,HARVARD CRIMSON INC,2011,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2012_08_EO%2F04-2426396_990_201112.pdf,372974,393477,-20503,1447187,80012,1367175
42426396,HARVARD CRIMSON INC,2012,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_01_EO%2F04-2426396_990_201212.pdf,583714,406813,176901,1673751,95532,1578219
42426396,HARVARD CRIMSON INC,2013,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2014_12_EO%2F04-2426396_990_201312.pdf,500760,429177,71583,1689777,80965,1608812
42426396,HARVARD CRIMSON INC,2014,Auto,,353387,447670,-94283,1628592,95830,1532762
42426396,HARVARD CRIMSON INC,2015,Auto,https://projects.propublica.org/nonprofits/download-filing?path=2016_12_EO%2F04-2426396_990_201512.pdf,403292,412942,-9650,1571911,95407,1476504
222780253,THE HARVARD CRIMSON TRUST II,2001,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2002_07_EO%2F22-2780253_990_200112.pdf,103931,NA,53958,3956599,9340,3947259
222780253,THE HARVARD CRIMSON TRUST II,2002,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2003_06_EO%2F22-2780253_990_200212.pdf,7497,NA,-350396,3317135,3000,3314135
222780253,THE HARVARD CRIMSON TRUST II,2003,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2004_06_EO%2F22-2780253_990_200312.pdf,2607,NA,-38793,3613566,54500,3559066
222780253,THE HARVARD CRIMSON TRUST II,2004,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2005_07_EO%2F22-2780253_990_200412.pdf,6659,NA,-38562,3774957,172150,3602807
222780253,THE HARVARD CRIMSON TRUST II,2005,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2006_08_EO%2F22-2780253_990_200512.pdf,63043,NA,-2802,3834418,177044,3657374
222780253,THE HARVARD CRIMSON TRUST II,2006,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2007_07_EO%2F22-2780253_990_200612.pdf,114461,NA,-71353,3754515,10800,3743715
222780253,THE HARVARD CRIMSON TRUST II,2007,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2008_07_EO%2F22-2780253_990_200712.pdf,288543,NA,231303,3991216,11600,3979616
222780253,THE HARVARD CRIMSON TRUST II,2008,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2009_09_EO%2F22-2780253_990_200812.pdf,380207,NA,322357,3399366,12000,3387366
222780253,THE HARVARD CRIMSON TRUST II,2009,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F22-2780253_990_200912.pdf,235577,NA,176332,3959438,12600,3946838
222780253,THE HARVARD CRIMSON TRUST II,2010,Manual,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F22-2780253_990_201012.pdf,85685,NA,18801,4217026,12800,4204226
